"species","date","year","time.of.obs","total.obs.mins","obs.hours","day.total","count.p.hour","wind.dir.speed","visibility","principle.observer"
"COTE",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Cormorant sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"DCCO",2023-09-12,"2023","7-9,11-12",180,3,8,2.66666666666667,"E, 2.5-4","1","BG"
"DOVE",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"DUNL",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Duck sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"GADW",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"GBHE",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"GRCO",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"GRSC",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"GWTE",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Gull Sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"HADU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"HOGR",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"HOME",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"ICGU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"ICGU/GLGU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Jaeger sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"LAGU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"LBBG",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"LESC",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"LTDU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"LTJA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Loon sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"MALL",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"MALLxABDU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"MERL",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"NOGA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"NOHA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"NOPI",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"OSPR",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"PAJA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"PALO",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"PEFA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"POJA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"PUSA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Peep sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RAZO",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RBGU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RBME",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RNDU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RNGR",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"RTLO",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"SAND",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"SEPL",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"SSHA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"SUSC",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Scaup sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Scoter sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"Shorebird sp.",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"TBMU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"WHIM",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"WODU",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"WRSA",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"WWSC",2023-09-12,"2023","7-9,11-12",180,3,0,0,"E, 2.5-4","1","BG"
"ABDU",2023-09-17,"2023","6-10,17:04-18:10",300,5,1,0.2,"NW 10-15/WSW","10","ND"
"AGOS",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"AGPL",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"AMKE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"AMWI",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"AMWO",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Alcid sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BAEA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BASA",2023-09-17,"2023","6-10,17:04-18:10",300,5,1,0.2,"NW 10-15/WSW","10","ND"
"BBPL",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BLGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BLKI",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BLSC",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BOGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,2,0.4,"NW 10-15/WSW","10","ND"
"BRAN",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BUFF",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"BWTE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Bird sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"CACG",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"CACG/CANG",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"CANG",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"CATE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"COEI",2023-09-17,"2023","6-10,17:04-18:10",300,5,13,2.6,"NW 10-15/WSW","10","ND"
"COGO",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"COLO",2023-09-17,"2023","6-10,17:04-18:10",300,5,46,9.2,"NW 10-15/WSW","10","ND"
"COME",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"COMU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"COTE",2023-09-17,"2023","6-10,17:04-18:10",300,5,1,0.2,"NW 10-15/WSW","10","ND"
"Cormorant sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"DCCO",2023-09-17,"2023","6-10,17:04-18:10",300,5,258,51.6,"NW 10-15/WSW","10","ND"
"DOVE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"DUNL",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Duck sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"GADW",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"GBHE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"GRCO",2023-09-17,"2023","6-10,17:04-18:10",300,5,2,0.4,"NW 10-15/WSW","10","ND"
"GRSC",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"GWTE",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Gull Sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"HADU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"HOGR",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"HOME",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"ICGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"ICGU/GLGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Jaeger sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"LAGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,2,0.4,"NW 10-15/WSW","10","ND"
"LBBG",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"LESC",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"LTDU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"LTJA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Loon sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"MALL",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"MALLxABDU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"MERL",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"NOGA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"NOHA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"NOPI",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"OSPR",2023-09-17,"2023","6-10,17:04-18:10",300,5,1,0.2,"NW 10-15/WSW","10","ND"
"PAJA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"PALO",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"PEFA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"POJA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"PUSA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Peep sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"RAZO",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"RBGU",2023-09-17,"2023","6-10,17:04-18:10",300,5,6,1.2,"NW 10-15/WSW","10","ND"
"RBME",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"RNDU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"RNGR",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"RTLO",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"SAND",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"SEPL",2023-09-17,"2023","6-10,17:04-18:10",300,5,3,0.6,"NW 10-15/WSW","10","ND"
"SSHA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"SUSC",2023-09-17,"2023","6-10,17:04-18:10",300,5,34,6.8,"NW 10-15/WSW","10","ND"
"Scaup sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Scoter sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"Shorebird sp.",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"TBMU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"WHIM",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"WODU",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"WRSA",2023-09-17,"2023","6-10,17:04-18:10",300,5,0,0,"NW 10-15/WSW","10","ND"
"WWSC",2023-09-17,"2023","6-10,17:04-18:10",300,5,5,1,"NW 10-15/WSW","10","ND"
"ABDU",2023-09-18,"2023","6-9:32",225,3.75,3,0.8,"SW 0-3/S 0-5","10","ND"
"AGOS",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"AGPL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"AMKE",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"AMWI",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"AMWO",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Alcid sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BAEA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BASA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BBPL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BLGU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BLKI",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BLSC",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BOGU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BRAN",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BUFF",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"BWTE",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Bird sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"CACG",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"CACG/CANG",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"CANG",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"CATE",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"COEI",2023-09-18,"2023","6-9:32",225,3.75,49,13.0666666666667,"SW 0-3/S 0-5","10","ND"
"COGO",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"COLO",2023-09-18,"2023","6-9:32",225,3.75,21,5.6,"SW 0-3/S 0-5","10","ND"
"COME",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"COMU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"COTE",2023-09-18,"2023","6-9:32",225,3.75,1,0.266666666666667,"SW 0-3/S 0-5","10","ND"
"Cormorant sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"DCCO",2023-09-18,"2023","6-9:32",225,3.75,88,23.4666666666667,"SW 0-3/S 0-5","10","ND"
"DOVE",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"DUNL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Duck sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"GADW",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"GBHE",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"GRCO",2023-09-18,"2023","6-9:32",225,3.75,15,4,"SW 0-3/S 0-5","10","ND"
"GRSC",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"GWTE",2023-09-18,"2023","6-9:32",225,3.75,1,0.266666666666667,"SW 0-3/S 0-5","10","ND"
"Gull Sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"HADU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"HOGR",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"HOME",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"ICGU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"ICGU/GLGU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Jaeger sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"LAGU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"LBBG",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"LESC",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"LTDU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"LTJA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Loon sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"MALL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"MALLxABDU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"MERL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"NOGA",2023-09-18,"2023","6-9:32",225,3.75,1,0.266666666666667,"SW 0-3/S 0-5","10","ND"
"NOHA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"NOPI",2023-09-18,"2023","6-9:32",225,3.75,3,0.8,"SW 0-3/S 0-5","10","ND"
"OSPR",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"PAJA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"PALO",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"PEFA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"POJA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"PUSA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Peep sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"RAZO",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"RBGU",2023-09-18,"2023","6-9:32",225,3.75,2,0.533333333333333,"SW 0-3/S 0-5","10","ND"
"RBME",2023-09-18,"2023","6-9:32",225,3.75,3,0.8,"SW 0-3/S 0-5","10","ND"
"RNDU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"RNGR",2023-09-18,"2023","6-9:32",225,3.75,1,0.266666666666667,"SW 0-3/S 0-5","10","ND"
"RTLO",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"SAND",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"SEPL",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"SSHA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"SUSC",2023-09-18,"2023","6-9:32",225,3.75,110,29.3333333333333,"SW 0-3/S 0-5","10","ND"
"Scaup sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Scoter sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"Shorebird sp.",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"TBMU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"WHIM",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"WODU",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"WRSA",2023-09-18,"2023","6-9:32",225,3.75,0,0,"SW 0-3/S 0-5","10","ND"
"WWSC",2023-09-18,"2023","6-9:32",225,3.75,13,3.46666666666667,"SW 0-3/S 0-5","10","ND"
"ABDU",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"AGOS",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"AGPL",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"AMKE",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"AMWI",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"AMWO",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"Alcid sp.",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BAEA",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BASA",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BBPL",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BLGU",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BLKI",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BLSC",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BOGU",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BRAN",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BUFF",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"BWTE",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"Bird sp.",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"CACG",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"CACG/CANG",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"CANG",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"CATE",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COEI",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,4,1.02127659574468,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COGO",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COLO",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,6,1.53191489361702,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COME",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COMU",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"COTE",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"Cormorant sp.",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"DCCO",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,2,0.51063829787234,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"DOVE",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
"DUNL",2023-09-19,"2023","6:05-10:00",235,3.91666666666667,0,0,"SE 2.5-6/SW 10-15","1/4, 10","ND"
